30,27
60,6
103,28
177,36
182,130
172,9
200,126
216,103
216,28
195,18
222,18
222,195
242,50
227,125
237,49
275,83
273,271
306,280
303,271
303,273
329,103
329,28
329,216
313,41
330,130
330,182
349,262
356,50
356,242
347,303
347,121
358,338
347,273
378,27
362,169
378,30
384,262
384,349
392,9
392,172
380,366
417,72
427,419
424,262
433,356
424,349
433,50
433,242
424,384
436,331
446,49
446,237
466,186
507,207
482,18
482,195
482,222
508,275
508,83
498,380
498,366
515,109
519,265
526,62
531,395
524,90
535,438
544,417
570,198
544,72
572,541
553,120
586,411
560,380
560,366
560,498
590,535
590,438
620,63
601,77
613,519
613,265
638,295
623,154
657,258
643,424
619,156
645,24
650,24
650,645
643,262
643,349
643,384
649,6
698,458
649,60
707,574
683,18
683,482
683,195
683,222
711,110
670,393
726,103
734,545
705,454
726,28
726,216
726,329
741,198
741,570
756,148
775,481
743,156
743,619
765,357
781,553
780,720
781,120
766,100
794,26
786,758
819,458
819,698
783,622
782,607
835,200
835,126
829,738
855,342
845,743
845,577
845,619
845,156
857,350
862,743
854,226
874,680
872,705
862,845
872,454
862,577
862,619
862,156
877,738
881,845
877,829
881,156
881,619
881,862
888,54
881,743
886,845
886,156
886,619
886,862
886,743
886,881
882,857
882,350
876,854
891,872
876,226
891,705
889,49
908,263
891,454
889,446
916,214
889,237
920,419
920,427
913,850
928,359
922,198
922,570
922,741
918,498
918,366
918,380
918,560
949,30
940,845
949,378
940,886
940,156
940,619
940,862
939,783
940,743
940,881
939,622
950,9
950,172
950,392
949,27
946,323
973,731
985,359
985,928
987,383
997,662
975,186
964,854
964,226
964,876
975,466
1004,417
1004,72
1004,544
1012,356
1012,50
1012,242
1012,433
1000,918
1030,657
1030,258
1000,380
1000,366
1000,498
1000,560
1008,918
1006,738
1028,9
1028,172
1008,1000
1028,392
1008,380
1008,366
1028,950
1008,498
1008,560
1006,829
1029,882
1006,877
1029,350
1029,857
1033,574
1033,707
1024,504
1045,507
1045,207
1041,756
1047,553
1041,148
1047,781
1047,120
1059,487
1050,665
1046,115
1067,1041
1067,756
1067,148
1048,854
1048,226
1048,876
1062,762
1048,964
1069,140
1081,853
1082,865
1084,997
1084,662
1083,9
1088,320
1083,172
1083,392
1083,1028
1083,950
1094,162
1085,262
1085,349
1087,845
1085,384
1087,886
1095,825
1085,424
1087,156
1087,619
1087,862
1087,940
1087,743
1085,643
1087,881
1092,18
1092,482
1092,195
1092,683
1092,222
1100,659
1107,428
1120,395
1120,531
1116,214
1116,916
1106,918
1123,395
1106,1000
1123,1120
1123,531
1106,1008
1106,366
1106,380
1106,498
1118,1101
1106,560
1133,200
1133,126
1133,835
1145,494
1130,18
1130,1092
1130,482
1130,195
1130,222
1130,683
1122,203
1139,1124
1151,963
1138,121
1166,357
1166,765
1138,271
1138,303
1138,347
1138,273
1160,783
1179,24
1179,650
1160,622
1179,645
1175,336
1160,939
1176,1041
1176,1067
1176,756
1173,988
1173,1156
1176,148
1183,1008
1156,988
1183,366
1183,380
1183,1106
1183,918
1183,498
1183,560
1183,1000
1212,359
1212,928
1212,985
1187,743
1187,845
1215,1151
1215,963
1187,881
1187,886
1223,251
1187,862
1195,845
1187,940
1230,1087
1230,845
1230,886
1187,1087
1202,854
1202,226
1195,862
1187,577
1202,876
1230,156
1230,1187
1187,619
1187,156
1239,24
1239,650
1202,964
1239,645
1230,619
1230,862
1239,1179
1230,940
1230,743
1195,1187
1230,881
1202,1048
1195,577
1235,109
1238,140
1225,271
1225,273
1252,857
1252,350
1235,515
1238,1069
1225,303
1225,347
1252,882
1252,1029
1243,588
1225,1138
1263,190
1272,492
1288,424
1266,625
1288,1085
1288,643
1288,262
1288,349
1284,9
1284,172
1284,392
1284,1028
1274,1087
1274,845
1274,886
1288,384
1284,1083
1284,950
1274,156
1274,1187
1274,1230
1289,152
1274,619
1274,862
1274,940
1274,743
1274,881
