24,6
30,27
52,7
60,6
60,24
62,24
62,6
72,7
62,60
103,28
77,52
90,41
100,41
109,59
125,100
140,6
156,7
156,52
172,9
182,130
177,36
186,177
186,36
200,126
195,18
216,28
216,103
210,41
210,125
210,100
210,156
227,125
227,210
227,100
222,18
222,195
226,6
226,60
226,41
226,49
226,100
236,59
226,140
236,109
237,49
237,226
262,59
262,210
262,109
271,121
275,83
273,271
273,121
283,90
283,203
306,280
296,41
303,273
303,271
303,121
313,41
296,226
313,90
313,210
313,100
311,41
313,296
311,210
326,54
313,226
313,311
322,41
322,210
323,248
322,313
311,296
329,28
329,103
322,226
322,311
311,226
329,216
330,130
336,125
330,182
338,7
338,52
336,227
336,331
338,210
338,262
334,283
349,59
343,27
347,121
338,156
347,273
347,271
343,109
347,303
343,186
343,30
349,210
349,109
349,262
349,338
358,7
358,52
358,210
358,262
358,338
358,349
358,156
354,296
360,62
362,169
360,226
360,283
360,322
378,27
378,30
365,7
380,366
381,258
384,59
378,343
365,338
384,262
365,343
365,358
384,210
381,354
384,109
392,172
392,9
384,338
384,349
393,152
384,358
393,343
411,72
417,7
417,72
416,360
416,62
416,203
416,283
417,411
427,419
424,59
424,210
424,109
424,262
424,338
424,349
424,358
424,384
445,152
446,83
436,331
436,336
446,49
458,41
458,313
446,226
461,41
446,237
446,275
461,313
461,322
466,177
466,186
466,36
481,59
481,262
466,343
481,109
481,338
481,349
481,152
481,156
481,424
461,458
461,438
494,7
494,52
494,41
481,358
494,210
481,52
482,222
482,18
482,195
494,262
481,384
494,313
494,338
494,156
494,349
494,424
498,366
498,380
507,207
494,358
508,83
494,365
494,384
494,481
508,275
512,109
508,446
515,59
515,109
515,262
512,236
515,349
515,424
515,236
515,343
515,384
515,481
515,512
526,6
524,90
526,60
526,62
526,24
517,156
524,41
527,282
517,7
519,265
524,283
524,313
526,360
517,338
517,358
526,416
517,365
541,41
541,313
517,494
531,395
544,7
553,120
544,72
535,461
552,110
535,438
552,236
550,258
550,381
544,411
544,417
560,498
570,198
572,41
560,380
560,366
572,313
577,156
577,252
572,541
577,446
577,393
586,72
601,52
601,77
590,461
586,411
586,417
586,544
591,354
590,438
607,41
591,359
607,100
590,535
607,313
607,322
617,52
619,7
619,52
607,413
607,311
620,63
607,336
607,360
619,210
619,156
613,265
619,338
619,517
613,519
622,62
619,577
619,358
617,494
619,481
619,494
622,526
623,154
643,59
645,24
645,6
645,62
645,60
638,295
650,24
650,6
650,62
643,210
643,109
650,60
643,262
645,526
643,338
643,349
643,424
650,526
649,6
649,60
649,62
643,384
643,358
657,258
650,645
649,203
643,481
643,494
643,515
657,381
662,416
649,226
649,526
657,550
680,177
680,36
698,41
670,152
698,313
670,343
698,461
670,393
670,577
698,458
707,574
690,607
726,28
720,59
711,110
705,454
726,103
726,216
726,329
683,222
683,18
720,207
683,482
683,195
720,552
711,552
720,393
720,507
734,545
720,670
738,262
741,198
743,7
738,152
738,349
743,52
747,110
738,424
738,461
743,210
747,365
743,338
743,156
741,570
747,711
743,517
738,384
747,481
743,577
756,148
738,481
738,607
743,358
738,643
743,481
743,494
766,41
743,619
766,125
766,100
766,210
766,313
766,227
766,226
765,357
762,283
762,343
775,59
775,262
775,109
775,338
775,349
766,607
775,152
775,156
775,424
781,120
780,59
782,41
782,100
775,747
780,207
782,313
782,322
780,552
782,413
775,494
775,515
780,393
782,311
775,619
781,553
775,643
782,336
780,507
782,360
775,743
775,738
780,670
780,720
782,607
775,358
782,690
783,62
775,384
782,738
775,481
782,766
