166,95
179,10
194,104
196,170
203,160
208,184
244,60
259,164
233,207
263,205
260,78
277,169
283,131
286,61
291,166
299,167
291,95
321,194
321,104
353,291
353,166
353,95
337,320
336,17
369,123
377,353
377,291
377,166
377,95
384,353
384,291
384,377
384,166
384,95
389,110
398,55
423,294
437,209
443,346
455,299
455,167
451,183
457,106
458,194
464,94
458,104
458,321
486,284
506,383
508,228
520,437
522,196
522,170
520,209
540,364
541,506
541,383
553,290
568,416
579,258
589,568
589,416
603,443
603,346
578,334
608,511
618,353
618,291
610,184
610,208
618,377
618,384
618,166
618,95
620,418
633,313
654,412
660,183
671,283
671,131
660,451
691,194
691,104
691,321
713,314
691,458
696,640
743,283
743,131
743,671
741,394
720,194
720,104
755,120
720,321
735,161
720,458
720,691
766,210
760,300
773,7
793,324
786,696
786,640
775,479
807,720
810,475
809,316
807,194
807,104
814,721
807,321
813,317
807,458
807,691
817,451
817,660
828,346
828,443
827,735
833,131
827,161
833,743
833,283
833,671
818,320
828,603
818,337
849,541
849,506
853,720
849,383
853,807
853,194
853,104
853,321
853,458
853,691
870,786
834,730
870,696
850,601
870,640
866,831
889,612
911,720
895,479
911,807
895,775
929,915
911,194
911,853
911,104
905,594
911,321
911,691
911,458
942,739
941,905
941,594
956,327
954,345
949,485
